Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40461721692.6468,40934952063.9468,42227447631.9159,45029988561.2124,49377522896.703,54515179580.7148,61088384036.6515,65668655501.1254,71829810519.8955,79148411661.6902,87896095320.1263,99271961774.6088,113082820486.918,131321858814.119,160408697341.513,173834029689.343,206575564908.722,211612157028.679,218632867537.477,243072102612.259,273853826548.067,306214863624.99,313506525087.136,340547711781.889,355372558103.621,364756499450.751,377437927311.983,431316742081.448,507354351182.254,565055743243.243,593929550908.468,610328183643.188,592387689252.916,577170761956.438,578139279437.61,604031623433.401,628546387972.131,654986999855.554,634000000000,678412196271.118,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1725329192783.02,1742015045482.31,1645423407568.36,1988336331717.42
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.16329168371298,7.42538477443719,5.34954645713648,6.64289441498821,6.31671417557232,6.70499176434708,3.09120596217809,4.99566660464043,5.04545636736964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.89615182909806,5.16291362410595,5.17763566824114,1.78997287991373,3.01805051224973,1.80151813598957,3.08698080915133,3.20420042827129,2.63430381378384,2.06940988808428,1.00762269545756,-2.92840016684549,3.08949461982786,3.14688137207058,1.76222254945881,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405,3.03988022528195,2.77704055379553,1.87959202770178,-5.23302430280606,4.54088730942124
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2259.25051088642,2240.43303945853,2268.58534607907,2374.49844764883,2555.11114601309,2770.36180408145,3047.10614707958,3217.15929360795,3462.67887195794,3763.95337938417,4121.93281373693,4520.1628781257,5089.58790204875,5838.66089434012,7033.01102090736,7511.21134279151,8809.26466044933,8919.05746104275,9123.69133364505,10043.6609586669,11170.5639723393,12337.4662493804,12481.8747874298,13425.1224888294,13877.9170763469,14114.8077599664,14461.0692388787,16308.9669663579,18936.9641024997,20715.631483174,21448.3619600057,21768.3432941828,20879.8483300891,20121.1612532855,19935.3814579208,20613.7878829216,21227.3475315896,21901.5628548392,21024.5850687045,22315.2466731545,24271.0020563821,23822.0601178964,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.4292980922,46548.6384108296,46328.6718408497,43258.2638715601,51987.9390529728
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,4.69999980926514,5.90000009536743,6.40000009536743,6.30000019073486,5.59999990463257,5.40000009536743,..,7.09000015258789,8.05000019073486,8.38000011444092,7.53000020980835,7.53999996185303,7.6100001335144,11.039999961853,12.0200004577637,11.3400001525879,10.5,9.59000015258789,8.81999969482422,7.76000022888184,7.55000019073486,8.13000011444092,10.3199996948242,11.1999998092651,11.3800001144409,10.3999996185303,9.48999977111816,9.61999988555908,9.10000038146973,8.27999973297119,7.57999992370605,6.82999992370605,7.21999979019165,7.65999984741211,7.57000017166138,7.19000005722046,6.76000022888184,6.32000017166138,6.03999996185303,6.1399998664856,8.34000015258789,8.0600004196167,7.51000022888184,7.28999996185303,7.07000017166138,6.90999984741211,6.90999984741211,7,6.34000015258789,5.82999992370605,5.65999984741211,9.46000003814697,7.46000003814697
Canada,CAN,Consumer price index (2010 = 100),FP.CPI.TOTL,13.3443045220378,13.480251860332,13.6233543216943,13.845163136806,14.1099026903263,14.4390383514596,14.9899828277046,15.5266170578134,16.1562678878077,16.8932455638237,17.4585002862049,17.9307384087006,18.8251287922152,20.2346880366342,22.4599313108185,24.8568975386377,26.7315397824843,28.8637664567831,31.4539210074413,34.3302804808243,37.807670291929,42.522896393818,47.1021751574127,49.8640526617058,52.0105895821408,54.0712650257585,56.3394390383515,58.7936462507155,61.1619919862622,64.2100744132799,67.279622209502,71.0646823125358,72.1236405266171,73.468803663423,73.590440755581,75.1717229536348,76.3523182598741,77.5901545506583,78.3629078420149,79.7223812249571,81.8903835145964,83.9582140812822,85.8543216943332,88.2226674298798,89.8611906124786,91.850314825415,93.689181453921,95.6926159129937,97.9607899255867,98.2541499713795,100,102.912135088724,104.471951917573,105.452203777905,107.462793360046,108.672009158558,110.224670864339,111.984831139096,114.524899828277,116.75729822553,117.594447624499,121.587006296508
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.35869565217391,1.01876675603215,1.06157112526541,1.6281512605042,1.91214470284239,2.33265720081134,3.81565906838456,3.57995226730307,4.05529953917053,4.56155890168291,3.34603981363828,2.70491803278688,4.9880287310455,7.48764728240213,10.997171145686,10.672188595094,7.54173862982152,7.97644539614562,8.97372335151215,9.1446769790719,10.1292205085452,12.4716124148373,10.7689718997139,5.86358802977366,4.30477830391736,3.96203054065208,4.19478629085617,4.3561087122174,4.02823414871611,4.98362189985959,4.78047693336305,5.62586408593004,1.49013290374545,1.86507936507936,0.165562913907281,2.14876033057852,1.57053112507137,1.62121638084528,0.995942456658074,1.73484295105918,2.71943995691972,2.52512013979907,2.25839440940856,2.75856321360112,1.85725871857261,2.21355203439764,2.00202539534156,2.13838399266843,2.37027067444294,0.299466803009284,1.77687154092629,2.91213508872355,1.51567823124521,0.93829189781521,1.90663590717873,1.12524136094279,1.4287595470108,1.5968841285297,2.268225672481,1.94926902411596,0.716999632307852,3.39519318527532
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.24814415,8.62482357,8.85670376,9.01090145,9.06628132,9.03540611,9.34210205,9.44500446,9.60709858,10.71716499,10.69585419,10.40052414,10.50637913,10.40513706,10.24852657,10.73320484,11.02296066,10.83538342,10.80637455,10.84447765,..,..
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.111111,548888895.555556,546666677.777778,751111191.111111,800000044.444444,1006666637.77778,1399999966.66667,1673333417.77778,1373333366.66667,1408888922.22222,1748886595.55556,1831108971.11111,1595555475.55556,1733333264.44444,2155555497.77778,2366666615.55556,2555555566.66667,2953333417.77778,3300000108.88889,3697940409.61098,3641723321.99546,3478787909.09091,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3854235264.37171,4539500884.0479,5220823684.66085,6226199249.32211,6971379033.26327,9715761649.79443,10249767311.213,12154835707.8987,15633856787.0425,18190410820.6235,20203572959.5023,20564485419.1684,20550582746.8448,19998156214.3988,18019558181.9602,18896352021.94,18418848299.5825,18904490262.913,20143442150.971,14786861638.4535
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.83227781263571,1.41411798058979,11.2297148236429,5.35740325126351,13.8263195479763,3.92498382161573,21.3905283931066,14.3624414692681,0.426354784529209,12.7522870887171,5.60074465808154,2.72454336394854,1.45131466009755,2.26031420130452,2.64700320195786,1.18922812838034,3.911603419423,-2.35110067344623,-20.7371456208414
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,62.3693745050559,62.4437034626929,60.9503638210144,82.0217375781519,85.5110734102311,105.243195716467,143.103233209791,167.165674606148,134.012768293881,134.250359614672,162.642175409527,166.224831269243,141.36532229912,149.74406846683,181.59877600924,194.66903621844,205.674096714917,232.778698777445,255.045622164367,284.755531712597,291.649791044155,311.853617000053,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183.532775237202,200.462566743838,221.657604182947,255.05511997846,274.000486471348,375.078128065393,387.849174300047,443.845150536332,554.595200222354,621.912310861592,663.141052810937,651.987861948108,628.146803888496,592.476537451681,520.252064031151,530.149830802984,502.056770622973,500.522664145294,516.866552182696,368.754614175459
